record_id,date_time,building_type,city_zone,energy_consumption_kwh,temperature_celsius,occupancy_level,peak_hour,renewable_energy_used_percent,peak_load_risk
332,2024-01-14 19:00:00,Residential,East,392.3,39.8,289,No,15.0,Low
333,2024-01-14 20:00:00,Residential,Central,496.29,31.5,344,No,39.1,Low
334,2024-01-14 21:00:00,Industrial,North,124.13,22.4,194,Yes,63.8,Medium
335,2024-01-14 22:00:00,Industrial,East,437.78,37.8,158,No,45.5,High
336,2024-01-14 23:00:00,Residential,North,416.16,41.2,465,No,71.5,Medium
337,2024-01-15 00:00:00,Residential,West,116.21,9.8,104,Yes,50.9,Medium
338,2024-01-15 01:00:00,Commercial,North,202.67,26.3,34,No,55.1,Low
339,2024-01-15 02:00:00,Residential,West,207.79,16.4,102,No,53.4,High
340,2024-01-15 03:00:00,Commercial,South,489.22,6.9,127,Yes,36.0,Medium
341,2024-01-15 04:00:00,Residential,South,94.54,31.7,214,No,55.1,Medium
342,2024-01-15 05:00:00,Commercial,Central,400.58,39.5,325,Yes,5.6,Medium
343,2024-01-15 06:00:00,Industrial,East,170.43,11.5,432,No,68.8,Low
344,2024-01-15 07:00:00,Residential,Central,366.78,37.5,296,No,62.2,Medium
345,2024-01-15 08:00:00,Residential,West,212.91,39.1,179,No,19.6,High
346,2024-01-15 09:00:00,Residential,Central,291.29,41.6,80,No,61.4,Low
347,2024-01-15 10:00:00,Residential,North,417.14,15.6,141,Yes,1.0,Medium
348,2024-01-15 11:00:00,Commercial,West,403.06,41.2,474,No,17.4,High
349,2024-01-15 12:00:00,Residential,South,433.88,17.8,31,No,5.2,Low
350,2024-01-15 13:00:00,Industrial,East,34.51,27.1,372,No,62.4,High
351,2024-01-15 14:00:00,Industrial,West,347.57,7.0,423,No,60.5,High
352,2024-01-15 15:00:00,Residential,West,74.29,6.8,63,Yes,65.1,Medium
353,2024-01-15 16:00:00,Industrial,North,210.83,33.8,48,Yes,0.4,Low
354,2024-01-15 17:00:00,Residential,East,276.55,22.8,87,Yes,40.1,Low
355,2024-01-15 18:00:00,Residential,South,204.36,15.3,304,No,56.4,Low
356,2024-01-15 19:00:00,Industrial,West,262.21,12.6,61,Yes,12.4,High
357,2024-01-15 20:00:00,Residential,West,498.28,31.8,396,No,52.0,High
358,2024-01-15 21:00:00,Industrial,North,71.93,5.0,334,No,6.7,Medium
359,2024-01-15 22:00:00,Commercial,Central,339.35,37.2,440,Yes,14.5,Low
360,2024-01-15 23:00:00,Residential,South,201.02,8.2,274,No,38.1,Low
361,2024-01-16 00:00:00,Commercial,East,70.84,12.7,411,No,52.3,Medium
362,2024-01-16 01:00:00,Industrial,West,83.57,20.4,284,No,11.7,Medium
363,2024-01-16 02:00:00,Commercial,West,474.89,24.4,466,Yes,14.8,High
364,2024-01-16 03:00:00,Commercial,South,440.4,19.2,80,Yes,16.4,Medium
365,2024-01-16 04:00:00,Industrial,Central,453.99,17.8,180,Yes,19.1,High
366,2024-01-16 05:00:00,Commercial,West,495.81,43.6,272,Yes,18.1,Medium
367,2024-01-16 06:00:00,Commercial,South,108.12,30.7,77,No,31.6,Medium
368,2024-01-16 07:00:00,Industrial,North,180.94,5.9,442,No,52.3,Low
369,2024-01-16 08:00:00,Commercial,Central,336.26,22.2,221,Yes,35.0,High
370,2024-01-16 09:00:00,Industrial,East,244.48,40.0,393,No,62.1,Medium
371,2024-01-16 10:00:00,Commercial,West,212.1,17.1,282,No,57.5,Low
372,2024-01-16 11:00:00,Industrial,South,182.12,8.8,28,Yes,10.1,Low
373,2024-01-16 12:00:00,Industrial,North,298.92,35.3,361,Yes,3.9,Low
374,2024-01-16 13:00:00,Commercial,East,289.92,29.2,77,No,70.2,Medium
375,2024-01-16 14:00:00,Commercial,South,84.92,27.8,164,No,6.4,Low
376,2024-01-16 15:00:00,Commercial,South,238.51,7.1,9,No,11.9,Low
377,2024-01-16 16:00:00,Residential,East,278.97,10.6,175,Yes,1.8,Medium
378,2024-01-16 17:00:00,Residential,North,287.29,29.9,462,Yes,50.3,Low
379,2024-01-16 18:00:00,Residential,North,109.0,13.3,307,Yes,46.6,High
380,2024-01-16 19:00:00,Industrial,Central,372.42,25.2,76,No,79.0,Medium
381,2024-01-16 20:00:00,Commercial,West,17.47,26.8,245,No,71.0,Medium
382,2024-01-16 21:00:00,Industrial,East,180.64,16.3,122,Yes,32.9,Low
383,2024-01-16 22:00:00,Residential,East,391.21,42.9,185,No,29.7,Low
384,2024-01-16 23:00:00,Commercial,East,284.13,38.7,32,No,23.7,Low
385,2024-01-17 00:00:00,Industrial,North,134.28,33.9,486,No,12.2,High
386,2024-01-17 01:00:00,Commercial,West,349.0,8.1,451,No,11.0,Medium
387,2024-01-17 02:00:00,Industrial,Central,285.86,9.2,250,Yes,10.6,Low
388,2024-01-17 03:00:00,Commercial,South,399.14,24.7,57,No,9.1,Medium
389,2024-01-17 04:00:00,Residential,South,368.84,11.4,310,Yes,19.2,Low
390,2024-01-17 05:00:00,Residential,East,307.0,44.1,372,Yes,24.5,High
391,2024-01-17 06:00:00,Commercial,West,246.65,11.3,144,No,76.9,High
392,2024-01-17 07:00:00,Industrial,North,70.93,24.5,318,No,46.3,Medium
393,2024-01-17 08:00:00,Residential,West,134.36,19.6,84,No,79.0,Medium
394,2024-01-17 09:00:00,Residential,West,212.45,30.6,480,No,29.8,High
395,2024-01-17 10:00:00,Residential,North,301.65,10.2,56,No,36.6,Medium
396,2024-01-17 11:00:00,Commercial,East,259.29,22.2,279,No,26.0,Medium
397,2024-01-17 12:00:00,Commercial,West,147.65,16.0,273,Yes,14.6,High
398,2024-01-17 13:00:00,Industrial,South,8.2,40.5,464,No,11.5,Medium
399,2024-01-17 14:00:00,Industrial,North,250.64,6.6,166,No,75.6,Medium
400,2024-01-17 15:00:00,Industrial,Central,146.38,41.5,456,No,78.9,High
401,2024-01-17 16:00:00,Commercial,East,368.63,38.3,467,No,3.6,Medium
402,2024-01-17 17:00:00,Commercial,North,16.85,16.9,158,No,12.0,Medium
403,2024-01-17 18:00:00,Industrial,Central,294.49,36.6,249,No,33.9,Low
404,2024-01-17 19:00:00,Industrial,Central,471.03,6.2,186,No,14.9,Low
405,2024-01-17 20:00:00,Commercial,West,91.33,43.7,482,No,29.1,Low
406,2024-01-17 21:00:00,Industrial,West,238.47,26.1,78,Yes,10.3,Medium
407,2024-01-17 22:00:00,Residential,West,50.25,17.1,22,No,36.5,Medium
408,2024-01-17 23:00:00,Commercial,North,314.71,19.5,108,No,21.7,High
409,2024-01-18 00:00:00,Industrial,North,277.51,7.7,273,No,28.2,Medium
410,2024-01-18 01:00:00,Commercial,East,206.65,44.6,252,No,7.5,Medium
411,2024-01-18 02:00:00,Residential,West,263.08,6.6,15,No,34.3,Low
412,2024-01-18 03:00:00,Commercial,Central,448.8,31.2,370,No,78.7,High
413,2024-01-18 04:00:00,Commercial,South,102.17,22.7,304,No,26.3,Medium
414,2024-01-18 05:00:00,Commercial,East,16.17,43.0,160,Yes,70.1,Medium
415,2024-01-18 06:00:00,Commercial,North,431.52,14.8,205,No,67.5,Low
416,2024-01-18 07:00:00,Residential,East,290.67,26.3,469,No,76.2,Medium
417,2024-01-18 08:00:00,Commercial,East,445.88,24.3,113,Yes,63.2,Medium
418,2024-01-18 09:00:00,Commercial,East,300.49,33.1,168,No,52.8,Medium
419,2024-01-18 10:00:00,Industrial,East,406.03,7.7,353,No,68.5,High
420,2024-01-18 11:00:00,Commercial,South,217.69,12.8,253,No,6.1,High
421,2024-01-18 12:00:00,Industrial,West,376.18,13.6,441,Yes,37.0,High
422,2024-01-18 13:00:00,Residential,Central,456.96,34.5,186,Yes,79.1,Medium
423,2024-01-18 14:00:00,Residential,East,288.2,12.6,347,No,61.6,High
424,2024-01-18 15:00:00,Residential,East,94.49,27.9,227,Yes,77.0,High
425,2024-01-18 16:00:00,Residential,East,138.05,13.6,16,No,62.4,Low
426,2024-01-18 17:00:00,Industrial,West,103.33,39.5,156,Yes,70.0,Low
427,2024-01-18 18:00:00,Commercial,North,127.19,42.7,354,No,56.5,Low
428,2024-01-18 19:00:00,Residential,North,156.68,25.7,111,Yes,60.8,Low
429,2024-01-18 20:00:00,Commercial,South,279.79,19.1,1,Yes,41.9,Low
430,2024-01-18 21:00:00,Industrial,North,296.06,14.4,41,No,73.9,Low
431,2024-01-18 22:00:00,Industrial,East,216.12,7.0,48,Yes,66.0,Medium
432,2024-01-18 23:00:00,Industrial,East,309.63,15.7,415,No,67.5,Low
433,2024-01-19 00:00:00,Residential,East,45.38,31.2,420,No,53.8,Low
434,2024-01-19 01:00:00,Commercial,South,48.46,26.3,108,No,24.4,Medium
435,2024-01-19 02:00:00,Commercial,East,90.06,42.8,161,No,2.9,High
436,2024-01-19 03:00:00,Commercial,North,261.45,20.9,161,Yes,74.9,High
437,2024-01-19 04:00:00,Industrial,West,110.93,32.8,359,Yes,46.9,Medium
438,2024-01-19 05:00:00,Residential,West,145.23,24.6,128,No,23.9,Medium
439,2024-01-19 06:00:00,Industrial,Central,203.15,25.5,210,No,11.9,Low
440,2024-01-19 07:00:00,Industrial,North,406.87,15.7,151,No,66.4,Low
441,2024-01-19 08:00:00,Commercial,East,11.86,23.2,444,No,66.9,Low
442,2024-01-19 09:00:00,Industrial,West,326.44,23.8,255,No,65.2,Low
443,2024-01-19 10:00:00,Commercial,North,336.09,33.3,471,Yes,51.6,High
444,2024-01-19 11:00:00,Residential,West,400.33,42.6,463,No,29.3,Low
445,2024-01-19 12:00:00,Commercial,East,466.71,18.2,218,No,24.3,Low
446,2024-01-19 13:00:00,Residential,West,14.97,6.7,30,No,0.7,Low
447,2024-01-19 14:00:00,Commercial,Central,81.12,24.9,473,No,66.7,Medium
448,2024-01-19 15:00:00,Industrial,Central,443.65,26.8,45,Yes,7.0,Low
449,2024-01-19 16:00:00,Industrial,West,231.97,11.7,80,Yes,50.5,Medium
450,2024-01-19 17:00:00,Residential,North,284.47,35.4,39,No,40.3,Low
451,2024-01-19 18:00:00,Residential,North,333.2,44.4,240,No,42.1,Low
452,2024-01-19 19:00:00,Residential,North,341.14,42.8,45,No,74.1,Low
453,2024-01-19 20:00:00,Commercial,West,466.21,12.9,78,Yes,2.5,Medium
454,2024-01-19 21:00:00,Commercial,North,498.49,40.0,337,Yes,61.9,Low
455,2024-01-19 22:00:00,Residential,East,361.48,33.2,396,No,4.2,Medium
456,2024-01-19 23:00:00,Industrial,Central,147.17,23.2,349,Yes,3.1,Medium
457,2024-01-20 00:00:00,Commercial,East,440.48,26.6,288,No,34.4,Medium
458,2024-01-20 01:00:00,Commercial,North,29.36,39.0,440,No,5.0,Low
459,2024-01-20 02:00:00,Commercial,East,119.39,24.2,280,No,63.1,Low
460,2024-01-20 03:00:00,Residential,North,449.21,19.9,116,Yes,42.4,Low
461,2024-01-20 04:00:00,Residential,West,131.81,24.7,269,No,2.3,Medium
462,2024-01-20 05:00:00,Residential,East,114.22,28.2,404,Yes,3.2,Medium
463,2024-01-20 06:00:00,Residential,West,73.37,12.6,335,Yes,49.0,Medium
464,2024-01-20 07:00:00,Residential,West,430.26,41.0,312,Yes,64.5,Medium
465,2024-01-20 08:00:00,Industrial,South,252.53,32.0,53,Yes,35.0,High
466,2024-01-20 09:00:00,Industrial,North,339.07,30.3,68,No,44.4,Medium
467,2024-01-20 10:00:00,Residential,Central,123.34,9.0,182,Yes,64.0,Low
468,2024-01-20 11:00:00,Commercial,North,380.23,29.2,34,Yes,48.8,Medium
469,2024-01-20 12:00:00,Residential,Central,381.2,9.8,284,No,18.0,Low
470,2024-01-20 13:00:00,Industrial,North,159.74,8.1,306,Yes,49.0,Medium
471,2024-01-20 14:00:00,Industrial,West,208.29,26.1,386,No,50.3,Low
472,2024-01-20 15:00:00,Commercial,East,108.8,21.1,249,Yes,58.7,Low
473,2024-01-20 16:00:00,Industrial,East,488.4,28.6,111,Yes,49.7,High
474,2024-01-20 17:00:00,Residential,South,324.57,8.6,94,No,77.5,Medium
475,2024-01-20 18:00:00,Commercial,Central,467.6,22.2,410,Yes,15.8,Low
476,2024-01-20 19:00:00,Residential,Central,155.18,12.0,179,No,76.1,Low
477,2024-01-20 20:00:00,Residential,Central,392.04,44.5,47,Yes,43.1,Medium
478,2024-01-20 21:00:00,Commercial,West,384.1,27.4,282,Yes,53.8,High
479,2024-01-20 22:00:00,Residential,Central,347.37,32.5,340,Yes,8.0,Medium
480,2024-01-20 23:00:00,Industrial,East,482.99,18.0,362,Yes,30.4,High
481,2024-01-21 00:00:00,Residential,West,199.81,8.8,92,Yes,61.6,Low
482,2024-01-21 01:00:00,Commercial,North,69.71,44.0,376,No,56.6,Medium
483,2024-01-21 02:00:00,Commercial,Central,337.5,16.5,212,No,3.2,Medium
484,2024-01-21 03:00:00,Commercial,Central,366.01,22.0,75,Yes,43.7,Medium
485,2024-01-21 04:00:00,Residential,North,289.65,31.0,378,No,7.1,Low
486,2024-01-21 05:00:00,Commercial,Central,107.37,6.0,202,No,79.7,Medium
487,2024-01-21 06:00:00,Commercial,North,254.71,37.4,445,No,71.8,Medium
488,2024-01-21 07:00:00,Residential,West,159.53,26.5,407,No,1.7,Medium
489,2024-01-21 08:00:00,Industrial,East,216.6,16.1,421,No,68.7,Medium
490,2024-01-21 09:00:00,Residential,North,324.38,7.5,297,Yes,73.6,Medium
491,2024-01-21 10:00:00,Commercial,South,373.88,11.5,308,Yes,28.3,Medium
492,2024-01-21 11:00:00,Commercial,North,119.95,40.8,211,No,57.6,Low
493,2024-01-21 12:00:00,Residential,Central,205.64,32.4,493,No,35.4,Low
494,2024-01-21 13:00:00,Industrial,West,138.23,15.0,338,No,52.4,Medium
495,2024-01-21 14:00:00,Commercial,West,103.32,7.6,433,No,27.2,High
496,2024-01-21 15:00:00,Commercial,North,392.78,32.6,411,No,25.8,Low
497,2024-01-21 16:00:00,Commercial,East,455.08,27.9,134,No,34.0,Medium
498,2024-01-21 17:00:00,Residential,South,188.26,21.2,330,No,11.6,Low
499,2024-01-21 18:00:00,Commercial,West,376.88,19.5,66,No,66.5,Low
500,2024-01-21 19:00:00,Industrial,Central,449.01,13.7,280,Yes,27.9,Medium
501,2024-01-21 20:00:00,Commercial,Central,423.83,31.8,422,Yes,32.0,Medium
502,2024-01-21 21:00:00,Commercial,East,95.49,43.8,28,Yes,71.5,Low
503,2024-01-21 22:00:00,Industrial,West,478.36,12.0,412,No,39.7,Medium
504,2024-01-21 23:00:00,Commercial,North,191.45,28.9,117,Yes,43.5,High
505,2024-01-22 00:00:00,Residential,Central,172.92,22.0,493,No,76.5,High
506,2024-01-22 01:00:00,Residential,East,35.9,22.9,370,Yes,70.9,Low
507,2024-01-22 02:00:00,Residential,West,245.66,15.2,487,No,13.6,Medium
508,2024-01-22 03:00:00,Industrial,West,58.96,38.0,450,Yes,37.9,Low
509,2024-01-22 04:00:00,Commercial,West,128.03,24.4,317,Yes,77.7,Low
510,2024-01-22 05:00:00,Residential,West,161.89,26.7,430,No,29.8,Medium
511,2024-01-22 06:00:00,Industrial,West,405.37,17.2,325,No,29.7,Medium
512,2024-01-22 07:00:00,Commercial,Central,438.37,12.3,114,No,15.6,Low
513,2024-01-22 08:00:00,Industrial,East,154.72,8.4,75,No,9.1,High
514,2024-01-22 09:00:00,Residential,West,430.06,33.6,202,Yes,59.2,High
515,2024-01-22 10:00:00,Residential,South,429.33,12.8,427,Yes,61.6,Medium
516,2024-01-22 11:00:00,Residential,South,383.5,32.6,59,No,77.5,Medium
517,2024-01-22 12:00:00,Industrial,East,77.61,20.6,386,No,61.9,Low
518,2024-01-22 13:00:00,Industrial,North,346.71,21.6,15,No,19.5,Medium
519,2024-01-22 14:00:00,Residential,North,472.79,23.8,231,No,3.2,Low
520,2024-01-22 15:00:00,Industrial,North,342.86,19.7,105,No,78.8,High
521,2024-01-22 16:00:00,Residential,South,169.15,9.0,165,Yes,27.2,Low
522,2024-01-22 17:00:00,Residential,North,252.79,17.4,199,No,25.0,Low
523,2024-01-22 18:00:00,Commercial,Central,324.63,31.5,404,No,72.5,Medium
524,2024-01-22 19:00:00,Industrial,West,257.73,31.6,354,No,46.8,Low
525,2024-01-22 20:00:00,Residential,South,64.38,16.4,35,Yes,17.2,Low
526,2024-01-22 21:00:00,Residential,East,159.47,23.4,162,Yes,71.1,Medium
527,2024-01-22 22:00:00,Industrial,East,402.19,12.7,245,Yes,79.5,High
528,2024-01-22 23:00:00,Commercial,West,431.4,13.4,470,Yes,6.9,Medium
529,2024-01-23 00:00:00,Commercial,South,72.96,5.9,287,No,69.0,Low
530,2024-01-23 01:00:00,Residential,North,476.43,40.9,383,Yes,31.2,Low
531,2024-01-23 02:00:00,Industrial,North,167.77,13.4,471,Yes,41.9,Low
532,2024-01-23 03:00:00,Commercial,Central,332.85,14.1,19,Yes,73.2,Medium
533,2024-01-23 04:00:00,Industrial,Central,377.15,16.2,452,No,77.9,Medium
534,2024-01-23 05:00:00,Industrial,North,406.91,10.1,280,No,21.0,Low
535,2024-01-23 06:00:00,Residential,East,473.15,30.6,340,Yes,17.0,Low
536,2024-01-23 07:00:00,Commercial,East,159.9,8.0,423,Yes,6.4,Low
537,2024-01-23 08:00:00,Residential,Central,429.96,10.4,348,Yes,44.9,Low
538,2024-01-23 09:00:00,Commercial,West,70.19,30.8,182,No,1.1,Low
539,2024-01-23 10:00:00,Commercial,North,354.0,18.6,423,Yes,33.0,Medium
540,2024-01-23 11:00:00,Commercial,Central,372.28,33.3,401,No,5.9,Low
541,2024-01-23 12:00:00,Commercial,Central,340.47,27.3,147,No,32.4,Medium
542,2024-01-23 13:00:00,Commercial,North,129.9,15.2,374,Yes,3.2,Medium
543,2024-01-23 14:00:00,Industrial,North,437.16,31.0,176,No,66.8,Low
544,2024-01-23 15:00:00,Residential,East,88.58,9.7,163,Yes,16.8,Medium
545,2024-01-23 16:00:00,Industrial,West,31.55,26.5,416,No,26.3,Medium
546,2024-01-23 17:00:00,Commercial,West,360.15,22.5,175,Yes,69.6,Low
547,2024-01-23 18:00:00,Residential,North,240.36,15.7,494,No,59.7,High
548,2024-01-23 19:00:00,Commercial,South,425.3,29.2,47,No,17.5,Low
549,2024-01-23 20:00:00,Residential,Central,194.78,39.9,256,No,5.8,High
550,2024-01-23 21:00:00,Industrial,Central,88.3,45.0,448,Yes,57.3,Medium
551,2024-01-23 22:00:00,Residential,North,419.04,29.3,174,Yes,31.3,Medium
552,2024-01-23 23:00:00,Residential,South,276.71,21.2,103,No,61.3,High
553,2024-01-24 00:00:00,Residential,East,98.65,14.0,121,No,35.6,High
554,2024-01-24 01:00:00,Residential,North,361.59,15.3,419,No,27.7,Medium
555,2024-01-24 02:00:00,Residential,North,258.0,24.2,350,Yes,36.1,Medium
556,2024-01-24 03:00:00,Commercial,Central,304.13,19.7,145,Yes,59.9,Low
557,2024-01-24 04:00:00,Residential,North,233.14,41.6,42,No,72.2,Medium
558,2024-01-24 05:00:00,Residential,North,415.21,19.7,367,Yes,4.0,Low
559,2024-01-24 06:00:00,Industrial,North,415.63,19.9,29,Yes,41.9,Low
560,2024-01-24 07:00:00,Residential,Central,356.15,20.3,454,Yes,2.6,High
561,2024-01-24 08:00:00,Industrial,East,57.17,38.5,380,No,37.5,Low
562,2024-01-24 09:00:00,Commercial,East,420.23,31.0,273,No,70.8,Low
563,2024-01-24 10:00:00,Residential,North,337.15,29.6,465,No,28.9,Medium
564,2024-01-24 11:00:00,Industrial,Central,350.03,18.4,14,Yes,74.6,Low
565,2024-01-24 12:00:00,Industrial,East,184.68,37.7,408,No,50.4,Low
566,2024-01-24 13:00:00,Commercial,East,440.24,6.5,441,No,74.7,Medium
567,2024-01-24 14:00:00,Residential,East,364.06,39.8,306,Yes,60.6,Medium
568,2024-01-24 15:00:00,Residential,Central,60.73,25.5,313,No,8.3,Medium
569,2024-01-24 16:00:00,Industrial,Central,206.85,20.9,485,No,18.5,Medium
570,2024-01-24 17:00:00,Residential,North,443.76,24.9,189,Yes,31.5,Medium
571,2024-01-24 18:00:00,Industrial,West,28.36,31.7,360,No,13.6,Medium
572,2024-01-24 19:00:00,Residential,East,480.9,5.5,295,Yes,39.6,Medium
573,2024-01-24 20:00:00,Industrial,West,341.19,39.9,183,No,37.7,Medium
574,2024-01-24 21:00:00,Residential,Central,317.53,22.9,352,Yes,76.5,High
575,2024-01-24 22:00:00,Commercial,Central,138.93,18.7,36,Yes,34.7,Low
576,2024-01-24 23:00:00,Residential,Central,128.15,10.5,370,Yes,62.9,Low
577,2024-01-25 00:00:00,Residential,West,471.32,22.6,37,No,75.4,Low
578,2024-01-25 01:00:00,Commercial,Central,152.64,24.9,496,No,70.2,Medium
579,2024-01-25 02:00:00,Residential,North,388.88,21.1,14,No,16.7,Low
580,2024-01-25 03:00:00,Commercial,Central,199.6,32.1,411,No,39.7,Medium
581,2024-01-25 04:00:00,Residential,South,73.93,21.8,123,No,27.8,High
582,2024-01-25 05:00:00,Industrial,West,10.3,43.5,83,Yes,32.0,Medium
583,2024-01-25 06:00:00,Industrial,South,274.41,29.0,159,No,28.9,Low
584,2024-01-25 07:00:00,Residential,Central,488.01,37.3,494,Yes,66.1,Medium
585,2024-01-25 08:00:00,Residential,North,187.72,9.4,329,Yes,36.2,Low
586,2024-01-25 09:00:00,Residential,East,181.81,20.9,102,No,41.9,Medium
587,2024-01-25 10:00:00,Industrial,Central,175.33,18.5,337,Yes,78.6,Medium
588,2024-01-25 11:00:00,Residential,North,262.67,27.8,83,Yes,4.8,Low
589,2024-01-25 12:00:00,Industrial,West,223.13,39.4,44,No,39.0,High
590,2024-01-25 13:00:00,Commercial,South,440.56,8.1,68,No,61.9,Low
591,2024-01-25 14:00:00,Industrial,South,255.23,7.9,48,No,12.1,High
592,2024-01-25 15:00:00,Industrial,South,256.34,39.0,57,No,48.9,Low
593,2024-01-25 16:00:00,Commercial,West,73.49,13.5,75,No,19.2,Low
594,2024-01-25 17:00:00,Industrial,North,491.46,31.8,22,No,69.4,Low
595,2024-01-25 18:00:00,Residential,West,128.74,26.7,132,Yes,26.2,Low
596,2024-01-25 19:00:00,Residential,South,41.32,38.3,465,Yes,26.3,Medium
597,2024-01-25 20:00:00,Industrial,Central,333.26,10.0,456,No,47.9,Medium
598,2024-01-25 21:00:00,Residential,East,299.71,10.2,302,Yes,14.7,Medium
599,2024-01-25 22:00:00,Industrial,West,210.5,27.3,443,No,22.8,Low
600,2024-01-25 23:00:00,Residential,West,213.99,42.9,418,No,33.3,Low
601,2024-01-26 00:00:00,Residential,North,393.61,21.6,267,Yes,28.3,Medium
602,2024-01-26 01:00:00,Industrial,North,101.88,18.1,287,Yes,42.0,Low
603,2024-01-26 02:00:00,Residential,West,411.03,29.3,395,Yes,48.0,Medium
604,2024-01-26 03:00:00,Industrial,South,326.13,42.2,120,Yes,45.3,Medium
605,2024-01-26 04:00:00,Residential,East,212.39,38.5,246,Yes,52.3,Low
606,2024-01-26 05:00:00,Residential,North,231.72,44.8,56,No,24.6,Medium
607,2024-01-26 06:00:00,Commercial,South,132.04,5.9,38,No,10.1,Medium
608,2024-01-26 07:00:00,Commercial,Central,377.3,9.5,245,No,60.9,Medium
609,2024-01-26 08:00:00,Industrial,North,258.87,29.4,21,Yes,68.1,Low
610,2024-01-26 09:00:00,Commercial,South,163.82,37.8,110,Yes,20.6,Low
611,2024-01-26 10:00:00,Industrial,South,300.04,16.4,94,No,32.6,Low
612,2024-01-26 11:00:00,Commercial,East,497.89,14.6,394,No,39.9,Low
613,2024-01-26 12:00:00,Residential,East,220.45,36.5,410,No,42.7,Low
614,2024-01-26 13:00:00,Industrial,Central,460.74,7.3,475,No,52.8,High
615,2024-01-26 14:00:00,Industrial,South,175.78,19.8,136,No,3.3,Medium
616,2024-01-26 15:00:00,Residential,South,32.09,25.2,231,No,57.7,Medium
617,2024-01-26 16:00:00,Industrial,East,106.1,27.4,8,Yes,5.0,Low
618,2024-01-26 17:00:00,Industrial,North,212.25,34.1,444,No,37.5,High
619,2024-01-26 18:00:00,Commercial,North,113.72,19.2,328,Yes,66.2,Low
620,2024-01-26 19:00:00,Industrial,West,5.11,29.5,375,No,36.1,Medium
621,2024-01-26 20:00:00,Residential,East,457.93,28.4,290,No,11.9,High
622,2024-01-26 21:00:00,Commercial,West,422.72,26.9,251,Yes,78.8,Medium
623,2024-01-26 22:00:00,Commercial,East,372.43,30.6,400,Yes,71.1,High
624,2024-01-26 23:00:00,Residential,Central,88.07,15.4,361,Yes,61.7,Medium
625,2024-01-27 00:00:00,Residential,South,64.58,8.4,397,Yes,32.9,Low
626,2024-01-27 01:00:00,Commercial,Central,38.46,9.8,87,Yes,14.7,Low
627,2024-01-27 02:00:00,Industrial,East,363.39,14.0,204,Yes,75.3,Low
628,2024-01-27 03:00:00,Commercial,South,464.76,25.0,219,Yes,42.6,Low
629,2024-01-27 04:00:00,Residential,North,218.12,38.6,406,Yes,68.2,Medium
630,2024-01-27 05:00:00,Commercial,North,63.97,33.1,480,No,27.4,Low
631,2024-01-27 06:00:00,Residential,West,258.63,36.6,241,Yes,26.8,High
632,2024-01-27 07:00:00,Commercial,East,177.67,19.0,411,Yes,78.8,Low
633,2024-01-27 08:00:00,Industrial,East,190.54,21.2,320,No,41.7,Medium
634,2024-01-27 09:00:00,Commercial,North,312.56,20.7,258,No,11.3,High
635,2024-01-27 10:00:00,Commercial,Central,360.77,12.7,109,No,17.6,Low
636,2024-01-27 11:00:00,Residential,South,59.75,7.4,256,Yes,38.6,Medium
637,2024-01-27 12:00:00,Residential,Central,22.62,28.6,481,No,3.4,Medium
638,2024-01-27 13:00:00,Residential,Central,497.19,44.6,282,No,37.0,Low
639,2024-01-27 14:00:00,Commercial,North,120.2,11.7,220,No,33.5,Medium
640,2024-01-27 15:00:00,Industrial,North,31.65,6.9,83,No,62.3,Low
